"factor","tenencia","estructura","ingreso","transporte","publico","mantenimiento"
"868",945,"propia","nuclear",29237.94,3613.94,2313.33,0
"869",982,"propia","ampliado",74430.65,7858.97,668.44,5666.11
"870",982,"prestada","nuclear",108301.48,2722.19,0,1209.86
"871",982,"prestada","nuclear",48980.7,2278.58,1310.7,0
"872",982,"prestada","nuclear",57770.07,8718.98,1913.55,3377.5
"873",870,"prestada","compuesto",49145,2826.06,1389.34,907.4
"874",870,"rentada","nuclear",34465.44,2687.89,2254.36,0
"875",870,"propia","ampliado",50193.3,8262.36,1179.65,2570.95
"876",870,"rentada","unipersonal",26702.24,2371.33,1100.98,0
"877",1110,"propia","nuclear",14181.43,1181.6,576.68,0
"878",1110,"rentada","nuclear",5995.79,327.7,327.7,0
"879",1110,"propia","nuclear",15198.7,3930.09,2962.2,0
"880",1110,"propia","unipersonal",36194.49,2702.03,1310.69,0
"881",1110,"prestada","nuclear",27271.99,1729.05,1677.63,0
"882",901,"propia_pagando","ampliado",37423.5,3582.2,2804.86,0
"883",901,"propia","ampliado",82752.25,15478.64,5282.05,0
"884",901,"propia","unipersonal",17166.82,1240.1,0,0
"885",901,"propia","unipersonal",31025.53,710.79,78.64,0
"886",947,"propia","nuclear",46720.09,2989.38,1507.3,0
"887",947,"propia","nuclear",45247.11,7305.51,4023.76,0
"888",947,"propia","ampliado",41094.37,12250.8,2647.53,9603.27
"889",947,"propia","nuclear",419547.42,1686.74,930.58,0
"890",947,"propia","unipersonal",25810.02,544.44,0,0
"891",1215,"propia","nuclear",10440,308.51,157.28,0
"892",1215,"prestada","nuclear",10460.13,544.43,393.2,0
"893",1215,"propia","ampliado",26409.86,3780.82,3145.64,0
"894",1215,"propia","unipersonal",5064.24,683.57,78.64,0
"895",1215,"prestada","nuclear",31438.75,2945.99,1887.36,0
"896",907,"propia_pagando","nuclear",22229.9,2677.35,2110.24,0
"897",907,"propia_pagando","nuclear",13283.08,886.22,314.56,0
"898",907,"rentada","ampliado",24578.93,3322.05,1389.33,0
"899",978,"propia_pagando","ampliado",87158.95,9541.77,7575.74,0
"900",978,"propia","nuclear",82854.23,9376.4,0,4839.42
"901",978,"propia","ampliado",62069.94,8486.62,6520.61,0
"902",978,"rentada","ampliado",20567.28,5709.53,3289.8,0
"903",937,"propia","ampliado",15334.81,3121.45,157.29,2419.72
"904",937,"rentada","unipersonal",19645.9,617.02,314.55,0
"905",937,"rentada","nuclear",44502.18,1760.35,157.28,0
"906",937,"propia","nuclear",21641.11,2957.09,537.38,1814.78
"907",937,"propia","nuclear",46518.69,1784.53,1179.6,0
"908",944,"rentada","nuclear",45618.6,5206.36,3905.76,0
"909",944,"propia_pagando","nuclear",49401.92,1447.82,419.43,0
"910",944,"propia_pagando","nuclear",122486.46,11340.4,5190.3,3125.45
"911",944,"propia_pagando","nuclear",13779.72,2373.33,1677.66,0
"912",1056,"prestada","nuclear",41522.9,4776.94,1310.7,2570.94
"913",1056,"propia","nuclear",32060.96,4597.45,1100.96,2843.17
"914",1056,"propia","nuclear",27977.67,4119.59,2909.73,0
"915",1056,"propia","ampliado",35425.85,2887.54,2070.88,0
"916",927,"prestada","nuclear",50334.42,4984.62,0,4379.69
"917",927,"propia_pagando","nuclear",17507.47,4316.22,2713.15,0
"918",927,"propia_pagando","ampliado",34428.26,2465.09,1769.42,0
"919",927,"propia_pagando","nuclear",35075.37,3539.33,1572.8,302.47
"920",931,"propia","ampliado",48595.38,3654.79,196.6,2263.45
"921",931,"prestada","nuclear",15268.27,1487.12,1441.75,0
"922",931,"propia_pagando","nuclear",36724.75,5271,4587.42,0
"923",931,"propia","nuclear",54022.03,7086.79,4639.86,705.75
"924",1068,"propia","nuclear",42102.51,5368.77,1415.54,0
"925",1068,"propia","nuclear",123051.38,12673.27,0,7198.65
"926",1068,"rentada","nuclear",13459.47,1088.87,786.4,0
"927",1068,"rentada","nuclear",18147.6,961.84,0,0
"928",1074,"propia","nuclear",53258.3,4543.03,2909.71,0
"929",1074,"rentada","nuclear",27120.58,2599.26,2044.74,0
"930",1074,"rentada","ampliado",18298.83,2348.14,1743.21,0
"931",1074,"propia","nuclear",19256.73,3278.68,2673.75,0
"932",1074,"prestada","nuclear",23561.72,604.94,0,0
"933",946,"propia","unipersonal",29480.2,756.16,0,0
"934",946,"rentada","nuclear",63516.6,6546.36,2372.34,2419.72
"935",946,"propia","ampliado",158766.71,12739.78,3171.82,5847.64
"936",946,"prestada","nuclear",35935.85,1191.7,1100.96,0
"937",699,"propia","ampliado",23304.68,4182.09,1035.44,2296.72
"938",699,"litigio","ampliado",40362.37,1677.64,1677.64,0
"939",699,"rentada","ampliado",182413.66,4503.69,511.16,2722.18
"940",699,"propia","ampliado",58974.77,6099.76,4194.22,0
"941",699,"prestada","nuclear",33642.82,10897.82,3119.43,6049.3
"942",1178,"propia","ampliado",76832.96,10253.53,7077.64,0
"943",1178,"propia","nuclear",14459.68,2294.69,812.62,0
"944",1178,"prestada","nuclear",7904.37,340.77,340.77,0
"945",1178,"prestada","nuclear",17580.52,1410.5,956.8,0
"946",1178,"prestada","nuclear",24373.32,2419.72,0,2419.72
"947",1129,"propia","nuclear",22636.71,262.14,262.14,0
"948",1129,"propia","nuclear",67781.47,5138.87,1258.24,1209.86
"949",1129,"rentada","nuclear",15123,2661.73,2359.26,0
"950",1049,"rentada","nuclear",27900.99,4513.81,1310.7,1209.86
"951",1049,"rentada","nuclear",18151.68,2543.72,2241.25,0
"952",1049,"propia","nuclear",22120.04,2979.31,1376.24,0
"953",1049,"prestada","nuclear",16347.02,2637.49,1336.89,0
"954",1049,"propia","nuclear",34430.28,4063.15,2097.12,0
"955",1073,"propia","nuclear",11102.35,3463.7,2405.07,0
"956",1073,"rentada","nuclear",13686.33,1869.24,1218.94,0
"957",1073,"propia_pagando","nuclear",19378.27,2806.87,2201.94,0
"958",1073,"rentada","ampliado",28707.6,9034.63,4810.21,3064.97
"959",1071,"prestada","nuclear",30941.75,3564.05,983.01,1461.91
"960",1071,"prestada","ampliado",46710.05,5734.74,1651.45,907.4
"961",1071,"prestada","nuclear",26591.34,4609.57,2280.59,756.16
"962",994,"propia","nuclear",31002.4,5661.08,2031.5,1209.86
"963",994,"propia","nuclear",51397.21,8927.72,1834.91,1497.2
"964",994,"prestada","nuclear",51930.47,3392.68,2031.58,0
"965",994,"prestada","nuclear",13081.45,1798.63,891.23,0
"966",893,"propia","ampliado",22434.55,4736.7,3853.5,0
"967",893,"propia_pagando","nuclear",30084.81,4448.26,183.5,3054.89
"968",893,"propia_pagando","nuclear",50596.65,7104.84,2870.33,0
"969",893,"propia","nuclear",27084.37,2304.81,1336.92,0
"970",898,"propia","nuclear",39924.78,5948.47,0,3528.75
"971",898,"propia","nuclear",48141.7,3599.33,1179.6,907.4
"972",898,"propia","unipersonal",15183.63,2510.47,0,1512.33
"973",898,"propia","nuclear",15576.74,1366.15,458.75,0
"974",1088,"propia","nuclear",22205.73,4661,2241.28,0
"975",1088,"propia","nuclear",44741.99,3755.63,3211.19,0
"976",1088,"prestada","nuclear",18694.09,183.5,183.5,0
"977",1088,"propia","nuclear",23566.74,5015.86,327.67,4385.73
"978",1088,"prestada","nuclear",16504.29,1593.98,1533.49,0
"979",927,"propia","ampliado",19206.29,3337.21,2136.42,0
"980",927,"propia_pagando","unipersonal",45369.18,1641.34,1009.19,0
"981",1031,"propia","nuclear",27801.26,559.56,0,0
"982",1031,NA,"nuclear",19681.21,983,983,0
"983",1031,"prestada","unipersonal",16001.28,1480.04,1389.3,0
"984",1031,"propia","nuclear",22702.8,1488.12,943.68,0
"985",1031,"propia","ampliado",98760.46,6994.03,2608.29,1361.09
"986",1031,"propia_pagando","nuclear",68759.47,10562.09,2929.38,4536.98
"987",811,"propia","nuclear",28179.28,1517.37,131.07,0
"988",811,"propia","nuclear",45369.15,2701.99,1703.85,0
"989",811,"propia","nuclear",23823.94,3558.99,3014.55,0
"990",811,"propia","ampliado",82951.26,5456.49,4246.63,0
"991",811,"propia_pagando","nuclear",51619.13,5650.57,2837.64,0
"992",811,NA,"nuclear",15531.33,2120.29,1061.66,0
"993",1120,"litigio","nuclear",25035.66,6142.45,5537.52,0
"994",1120,"propia","ampliado",76454.34,5076.39,1966.04,1512.33
"995",1120,"propia","nuclear",54876.43,4549.07,1494.16,907.4
"996",1120,"prestada","nuclear",27175.21,2364.26,1245.13,362.96
"997",902,"propia","nuclear",145786.11,8469.03,0,907.4
"998",902,"rentada","nuclear",124664.23,11953.37,1651.46,6402.13
"999",902,"prestada","unipersonal",71806.89,1213.38,45.87,0
"1000",902,"propia","ampliado",99965.37,7386.71,2169.2,2797.79
"1001",902,"propia","ampliado",29742.08,2117.27,1572.83,0
"1002",869,"propia","ampliado",21462.62,1824.89,917.49,0
"1003",869,"propia","nuclear",12907.04,2540.68,2359.2,0
"1004",869,"propia","nuclear",22173.98,2989.39,1310.71,650.3
"1005",869,"propia","nuclear",42475.54,10016.69,7143.27,0
"1006",911,"rentada","nuclear",14564.47,3269.65,1848.07,1270.35
"1007",911,"propia","nuclear",26314.32,1248.18,340.78,0
"1008",911,"propia","nuclear",31274.63,4998.67,2359.15,1562.74
"1009",911,"propia","ampliado",72671.21,9141.98,3014.56,4199.22
"1010",911,"propia","nuclear",27120.74,4042.95,0,3075.06
"1011",1039,"propia_pagando","nuclear",77357.03,7407.37,0,2419.72
"1012",1039,"propia_pagando","nuclear",172846.13,23972.19,1441.74,7158.3
"1013",1039,"prestada","nuclear",75615.25,3024.66,0,0
"1014",93,"prestada","ampliado",26969.42,3129.55,2070.92,0
"1015",93,"propia","ampliado",29071.63,4849.54,917.49,3024.65
"1016",93,"propia","nuclear",64575.31,10450.2,2359.25,4915.06
"1017",93,"prestada","nuclear",16306.74,1009.22,1009.22,0
"1018",93,"propia","ampliado",30411.48,1139.29,1048.55,0
"1019",93,"propia","nuclear",16488.21,2076.93,262.14,1209.86
"1020",93,"propia","nuclear",57542.12,7521.34,2228.2,4990.67
"1021",93,"propia","unipersonal",11196.1,342.81,262.15,0
"1022",93,"propia","ampliado",34384.86,196.6,196.6,0
"1023",1109,"prestada","nuclear",48643.85,6366.89,4521.85,0
"1024",1109,"propia_pagando","ampliado",93416.15,3357.36,0,1814.79
"1025",1109,"propia","ampliado",22540.37,3846.35,1336.91,655.33
"1026",907,"propia","unipersonal",16494.32,806.57,262.13,0
"1027",907,"propia","nuclear",65697.08,6200.54,0,3024.65
"1028",907,"rentada","nuclear",84608.22,4293.06,2175.8,0
"1029",907,"prestada","nuclear",43816.62,1109.03,0,0
"1030",952,"propia","nuclear",103945.72,5561.31,419.42,2470.12
"1031",952,"propia","unipersonal",32665.88,5370.8,1834.98,0
"1032",952,"propia","nuclear",39395.62,7366.03,157.29,856.97
"1033",1030,"prestada","unipersonal",51570.08,1940.84,1638.37,0
"1034",1030,"rentada","nuclear",71683.02,1950.9,589.8,0
"1035",1030,"rentada","nuclear",97291.3,8493.21,4561.16,0
"1036",982,"propia","unipersonal",62065.33,2999.44,1245.15,0
"1037",982,"propia","unipersonal",43847.05,2378.4,563.6,0
"1038",982,"propia","coresidente",119564.92,20507.17,14155.4,0
"1039",982,"propia","unipersonal",88318.77,3150.68,1638.36,0
"1040",982,"propia_pagando","nuclear",222560.45,83378.24,0,5041.05
"1041",1268,"propia","nuclear",24099.31,1205.84,1205.84,0
"1042",1268,"rentada","nuclear",24751.32,2139.48,838.88,0
"1043",1268,"propia","ampliado",83857.22,17323.26,16173.89,0
"1044",1268,"rentada","unipersonal",36849.78,1732.13,1127.2,0
"1045",1268,"rentada","nuclear",29507.06,2024.51,209.72,0
"1046",1640,"propia","unipersonal",7259.07,1063.68,458.75,0
"1047",1640,"rentada","ampliado",87915.05,8521.45,3984.47,2117.26
"1048",1640,"propia","nuclear",46881.6,4915.06,0,2646.57
"1049",1640,"prestada","nuclear",66138.07,9793.82,1284.47,4879.76
"1050",750,"propia","ampliado",96787.42,6573.63,2555.88,2535.67
"1051",750,"prestada","nuclear",18324.09,5444.4,3932.07,0
"1052",750,"propia","ampliado",25241.38,2308.84,1703.91,0
"1053",750,"prestada","ampliado",261094.6,19962.63,2752.44,7329.72
"1054",750,"propia_pagando","nuclear",31405.51,4353.52,2568.97,0
"1055",850,"propia","nuclear",128990.44,2782.67,629.12,810.6
"1056",850,"rentada","nuclear",50057.18,6150.11,0,3125.46
"1057",850,"propia","ampliado",350212.41,7107.93,0,3629.58
"1058",904,"propia","nuclear",18698.18,604.93,0,0
"1059",904,"propia_pagando","nuclear",40160.86,822.71,157.29,0
"1060",887,"propia","ampliado",89705.2,2470.14,655.35,0
"1061",887,"rentada","nuclear",41608.49,1557.73,983.05,0
"1062",887,"propia","ampliado",52860.29,7050.49,1454.89,1209.86
"1063",887,"propia","ampliado",102609.91,9835.69,6599.32,0
"1064",887,"propia","nuclear",24389.55,604.93,0,0
"1065",891,"propia","nuclear",61853.44,4234.52,0,1814.79
"1066",891,"litigio","ampliado",28325.63,2159.58,707.75,0
"1067",891,"propia","nuclear",38313.26,2021.49,458.75,0
"1068",891,"rentada","ampliado",47879.5,2135.88,1422.06,0
"1069",891,"propia_pagando","nuclear",39319.95,4157.93,1153.44,1260.27
"1070",939,"rentada","ampliado",30523.31,1199.79,262.15,0
"1071",939,"propia","ampliado",36305.88,1697.8,891.24,0
"1072",939,"propia","nuclear",18137.57,734.02,734.02,0
"1073",939,"propia","unipersonal",15929.69,0,0,0
"1074",892,"rentada","nuclear",43095.56,22246.08,1048.56,6074.48
"1075",892,"litigio","unipersonal",27848.62,10207.18,1834.95,0
"1076",892,"prestada","unipersonal",12412.06,0,0,0
"1077",892,"prestada","ampliado",148272.72,12742.75,720.9,2359.19
"1078",932,"rentada","nuclear",24196.8,5470.59,1861.17,2419.72
"1079",932,"prestada","nuclear",15506.18,604.93,0,0
"1080",932,"litigio","unipersonal",10389.59,0,0,0
"1081",932,"rentada","ampliado",50818.85,3364.35,2214.98,0
"1082",931,"propia","ampliado",71569.36,13135.84,0,3208.75
"1083",931,"rentada","nuclear",130453.91,79027.97,749.51,3609.85
"1084",931,"rentada","unipersonal",15005.71,1847.02,1094.97,0
"1085",931,"prestada","nuclear",26991.36,1598.33,625.69,701.91
"1086",956,"propia","ampliado",51659.26,7564.64,3884.61,1484.04
"1087",956,"propia","ampliado",75278.3,6223.99,3441.39,992.71
"1088",956,"prestada","ampliado",38349.09,5870,2059.61,2005.46
"1089",956,"prestada","nuclear",13844.65,1122.06,821.24,0
"1090",1013,"prestada","nuclear",15237.42,2530.9,1068.91,0
"1091",1013,"prestada","nuclear",53395.01,7882.51,2111.77,726.98
"1092",1013,"propia","ampliado",127886.23,10652.02,1981.37,4913.41
"1093",1013,"prestada","nuclear",26560.27,1684.62,782.16,0
"1094",1013,"rentada","ampliado",24017.28,3080.92,2313.83,0
"1095",1069,"propia","nuclear",83055.6,2637.18,456.25,0
"1096",1069,"propia","ampliado",26503.14,2362.45,1068.92,0
"1097",1069,"prestada","nuclear",15586.84,1566.24,964.6,0
"1098",1069,"prestada","nuclear",13314.19,5384.64,1173.15,2406.57
"1099",981,"prestada","ampliado",158755.72,4335.8,1147.1,752.05
"1100",981,"prestada","nuclear",32202.47,3089.4,1877.1,601.64
"1101",981,"prestada","nuclear",42159.91,4741.01,3988.96,0
"1102",981,"litigio","unipersonal",8142.16,885.42,273.74,0
"1103",981,"propia","ampliado",22496.26,3820.41,1824.98,0
"1104",880,"propia","ampliado",175787.86,19332.73,0,10659.06
"1105",880,"propia","nuclear",141975.65,19525.09,2281.2,2907.93
"1106",880,"rentada","nuclear",162741.54,17799.52,1590.31,8773.92
"1107",880,"propia","nuclear",190642.77,12544.22,4823.15,4261.62
"1108",974,"propia","ampliado",237645.39,8799.03,2933.02,1052.87
"1109",974,"propia","nuclear",335050.53,8102.12,5996.37,0
"1110",974,"propia","unipersonal",82723.73,0,0,0
"1111",974,"propia","nuclear",180490.6,9771.65,847.3,4512.32
"1112",902,"rentada","ampliado",60433.97,7430.25,651.75,3770.29
"1113",902,"propia","nuclear",45720.31,4259.61,1251.41,902.46
"1114",902,"prestada","ampliado",58809.91,7611.77,651.8,2597.09
"1115",902,"propia","nuclear",17204.76,1147.13,1147.13,0
"1116",902,"propia","unipersonal",28196.76,3008.21,0,1203.28
"1117",912,"rentada","nuclear",39858.12,3553.7,1147.13,1504.11
"1118",912,"propia","ampliado",31009.22,4109.17,2189.94,1203.28
"1119",912,"propia","unipersonal",19964.33,1622.42,1381.77,0
"1120",912,"propia","nuclear",38845.68,2569.01,0,1955.34
"1121",912,"rentada","ampliado",29058.92,3549.67,2737.45,0
"1122",928,"propia","nuclear",87236.75,6233,3676.03,0
"1123",928,"propia_pagando","ampliado",165984.76,9175.01,0,4211.47
"1124",928,"propia","nuclear",19150.14,1845.04,1303.56,0
"1125",928,"rentada","ampliado",40610.16,8902.24,5292.39,0
"1126",928,"propia_pagando","nuclear",32247.57,7219.71,0,6016.42
"1127",745,"propia","ampliado",22380.76,451.23,0,0
"1128",745,"rentada","nuclear",20862.68,2286.2,782.1,0
"1129",745,"prestada","nuclear",63718.12,3928.69,469.26,902.46
"1130",745,"propia","ampliado",29838.03,1588.33,391.07,0
"1131",914,"otra","ampliado",61226.21,4430.62,3708.65,0
"1132",914,"propia","nuclear",37168.54,4072.11,1668.55,0
"1133",914,"rentada","ampliado",27552.83,360.99,0,0
"1134",914,"rentada","nuclear",12123.44,573.56,573.56,0
"1135",914,"propia","nuclear",23126.85,1371.25,1010.26,0
"1136",1013,"propia","ampliado",49484.39,2311.31,1499.09,0
"1137",1013,"propia","ampliado",34841.65,899.45,0,0
"1138",1013,"propia","nuclear",35456.3,9148.85,1029.79,0
"1139",1013,"propia","ampliado",57079.99,4296.72,1890.15,1504.11
"1140",1013,"propia","unipersonal",16779.63,2610.12,1707.66,0
"1141",1016,"propia","nuclear",21057.17,2071.67,1590.36,0
"1142",1016,"litigio","nuclear",18215.47,3052.34,1486.07,1203.28
"1143",1016,"litigio","ampliado",20401.43,956.6,104.28,0
"1144",1016,"propia","ampliado",27897.72,561.52,260.7,0
"1145",1016,"rentada","nuclear",8212.28,2607.1,2607.1,0
"1146",894,"litigio","nuclear",13263.11,3040.27,2919.94,0
"1147",894,"propia","nuclear",12985.39,541.48,0,0
"1148",894,"prestada","nuclear",9094.71,200.54,0,200.54
"1149",894,"propia","ampliado",53475.37,8330.21,1010.25,5214.22
"1150",894,"prestada","nuclear",24666.96,4361.92,1955.35,0
"1151",993,"propia","unipersonal",47263.47,3097.45,0,0
"1152",993,"rentada","nuclear",124820.82,6657.18,4731.93,0
"1153",993,"prestada","nuclear",23488.07,744.03,443.21,0
"1154",993,"propia","unipersonal",11193.4,0,0,0
"1155",993,NA,"nuclear",15091.01,2085.7,2085.7,0
"1156",1214,"propia","nuclear",44671.52,4034,234.64,2114.77
"1157",1214,"propia_pagando","nuclear",46851.31,2272.17,1329.6,601.64
"1158",1214,"propia_pagando","unipersonal",94521.84,42354.98,0,3559.71
"1159",1214,"propia_pagando","nuclear",87307.02,6918.82,0,4211.45
"1160",1214,"propia","nuclear",90244.95,15811.14,0,10528.72
"1161",839,"propia","nuclear",16494.81,4579.48,3376.2,0
"1162",839,"propia","ampliado",20560.88,568.55,0,0
"1163",839,"rentada","ampliado",14439.16,2490.82,2190,0
"1164",839,"propia","nuclear",23468.72,451.23,0,0
"1165",1029,"propia","ampliado",43647.47,4849.19,938.52,2406.57
"1166",1029,"prestada","nuclear",24516.58,1653.49,690.86,0
"1167",1029,"propia","unipersonal",13035.48,0,0,0
"1168",1029,NA,"nuclear",22039.79,971.67,821.26,0
"1169",1001,"prestada","nuclear",15848.05,2346.4,0,1203.28
"1170",1001,"propia","unipersonal",14764.09,1250.43,573.58,0
"1171",1001,"rentada","nuclear",12416.25,469.26,469.26,0
"1172",968,"propia","nuclear",33240.37,7354.07,1277.48,4873.31
"1173",968,"propia","nuclear",42615.75,10237.88,651.75,7059.24
"1174",968,"propia","ampliado",61065.83,5650.42,1890.15,0
"1175",968,"propia","ampliado",33405.85,2120.75,1368.7,0
"1176",850,"propia","nuclear",39876.54,2063.61,860.32,0
"1177",850,"propia","nuclear",45272.91,3163.6,1238.35,0
"1178",850,"prestada","ampliado",69802.12,9696.37,8342.68,0
"1179",850,"propia","ampliado",78209.88,6818.5,0,4010.88
"1180",972,"prestada","unipersonal",16514.97,0,0,0
"1181",972,"propia","nuclear",10677.1,1312.56,677.83,0
"1182",972,NA,"nuclear",23880.79,9603.09,378.03,1504.1
"1183",972,"propia_pagando","nuclear",39651.17,9944.67,6094.16,1504.11
"1184",972,"propia","ampliado",20361.38,1958.35,1329.63,0
"1185",942,"propia","nuclear",21655.85,403.11,312.86,0
"1186",942,"propia","ampliado",28656.84,535.45,234.63,0
"1187",942,"prestada","ampliado",26151.06,1819.93,782.1,0
"1188",942,"prestada","nuclear",74999.54,3539.64,1433.9,0
"1189",942,"prestada","nuclear",16273.73,677.85,286.78,0
"1190",742,"propia","ampliado",82905.29,45055.26,808.2,1203.28
"1191",742,"litigio","nuclear",2385082.65,11744.04,2268.18,6016.42
"1192",742,"prestada","nuclear",46172.03,2755.53,1486.06,0
"1193",742,"propia","nuclear",56994.74,6297.18,2085.7,1203.28
"1194",742,"rentada","nuclear",45523.72,5982.31,4327.8,1052.87
"1195",997,"prestada","ampliado",5835.89,728,391.08,0
"1196",997,"prestada","nuclear",21057.17,2372.48,2372.48,0
"1197",997,"prestada","nuclear",16234.11,1804.93,0,1504.11
"1198",970,"propia","nuclear",86785.57,8217.44,5931.2,0
"1199",970,"propia","ampliado",35496.42,4546.4,1538.19,0
"1200",970,"propia","unipersonal",11310.76,0,0,0
"1201",970,"propia","nuclear",66781.3,5712.59,0,4813.14
"1202",888,"propia_pagando","nuclear",29028.83,6196.9,782.15,3008.19
"1203",888,"propia_pagando","ampliado",58007.47,15666.78,4536.4,7821.35
"1204",888,"propia_pagando","nuclear",25311.78,3689.06,2906.93,0
"1205",888,"rentada","nuclear",11379.88,2841.26,2209.54,0
"1206",1031,"propia","ampliado",65327.25,2556.97,0,902.46
"1207",1031,NA,"nuclear",23624.16,619.67,469.26,0
"1208",1031,"propia","ampliado",87201,9154.98,130.35,3609.85
"1209",1031,"prestada","ampliado",47607.35,2516.85,2216.03,0
"1210",1202,"propia","nuclear",28176.66,3950.76,2085.67,0
"1211",1202,"propia","compuesto",40184.09,5384.71,2346.42,0
"1212",1202,"rentada","ampliado",45112.49,7570.66,4171.41,300.82
"1213",1202,"propia","nuclear",73248.87,15917.43,1499.11,9024.63
"1214",895,"propia_pagando","nuclear",57335.68,6397.44,782.13,3810.39
"1215",895,"prestada","ampliado",31585.81,3008.21,0,1804.93
"1216",895,"rentada","nuclear",42325.04,3102.5,3102.5,0
"1217",895,"rentada","nuclear",51472.23,5174.1,912.49,1704.64
"1218",895,"prestada","unipersonal",14048.28,1093.98,1003.73,0
"1219",991,"propia","nuclear",20067.57,2421.61,0,0
"1220",991,"propia","unipersonal",31941.96,351.96,351.96,0
"1221",991,"rentada","ampliado",31242.79,3737.18,3376.19,0
"1222",991,"propia","nuclear",43583.61,3774.29,651.76,1504.11
"1223",991,"prestada","ampliado",153717.13,3459.38,1955.28,0
"1224",918,"prestada","nuclear",40279.46,4247.61,2776.6,0
"1225",918,"prestada","nuclear",24616.96,1022.8,0,0
"1226",918,"propia","ampliado",123018.92,10759.24,7299.8,2406.57
"1227",918,NA,"nuclear",18851.16,0,0,0
"1228",918,"prestada","nuclear",26411.78,1377.76,625.71,0
"1229",1012,"propia","nuclear",24618.86,3256.89,990.71,1203.28
"1230",1012,"prestada","unipersonal",16845.78,3068.36,0,1403.82
"1231",1012,"litigio","nuclear",28093.33,1352.68,1042.84,0
"1232",1012,"propia","unipersonal",21760.14,2291.24,0,1087.96
"1233",912,"prestada","nuclear",29105.53,1864.03,1864.03,0
"1234",912,"propia","ampliado",18174.4,1868.59,1297.03,0
"1235",912,"propia","nuclear",23714.42,4184.46,4184.46,0
"1236",912,"rentada","nuclear",8588.39,350.96,260.71,0
"1237",865,"prestada","nuclear",16986.18,463.25,312.84,0
"1238",865,"propia","nuclear",83172.36,10218.31,4151.78,2757.51
"1239",865,"propia","nuclear",78844.06,8244.42,3310.98,3309.02
"1240",865,"prestada","nuclear",54979.32,7726.99,5813.77,0
"1241",865,"prestada","ampliado",36371.84,5374.69,1564.3,1704.65
"1242",1196,"propia","ampliado",42269.86,4913.39,3128.53,1514.12
"1243",1196,"propia","nuclear",19164.56,4474.18,1616.42,551.5
"1244",1196,"propia","nuclear",33831.96,4785.55,2770.06,902.46
"1245",1196,"propia","nuclear",27944.42,1987.44,1355.72,0
"1246",904,"prestada","ampliado",107742.48,9864.85,1316.58,1629.43
"1247",904,"rentada","unipersonal",57656.4,3730.16,0,1955.32
"1248",904,"propia_pagando","nuclear",40451.99,4157.31,547.48,0
"1249",904,"rentada","nuclear",79526.45,4726.91,365,2105.75
"1250",1102,"rentada","ampliado",21242.62,3080.4,1838.01,0
"1251",1102,"propia","nuclear",34303.19,4375.94,2841.76,0
"1252",1102,"rentada","nuclear",23990.11,2615.03,2554.87,0
"1253",1102,"propia","nuclear",36464.09,2040.56,1303.55,0
"1254",1102,"propia_pagando","nuclear",50346.87,4446.13,3363.18,0
"1255",1110,"prestada","nuclear",20355.32,2396.52,1824.96,0
"1256",1110,"propia","ampliado",43189.98,10483.62,3715.14,4662.73
"1257",1110,"propia","nuclear",19322.46,2599.09,1486.05,0
"1258",1110,"propia","nuclear",48747.8,4978.51,3324,0
"1259",1110,"prestada","nuclear",16053.69,4035.94,3584.71,0
"1260",1108,"propia","ampliado",24937.73,5840.95,5540.13,0
"1261",1108,"propia","unipersonal",21159.58,1794.9,847.31,0
"1262",1108,"propia","nuclear",25409.09,2039.58,1212.33,0
"1263",1108,"propia","ampliado",45585.91,6164.83,4041.03,0
"1264",865,"prestada","nuclear",8297.59,1514.09,912.45,0
"1265",865,"prestada","nuclear",44280.38,3950.78,1303.56,2105.74
"1266",865,"propia","nuclear",122633.01,11852.29,0,7370.11
"1267",865,"prestada","nuclear",16544.96,1865.07,1173.18,0
"1268",865,"propia","unipersonal",29921.32,2770.55,1642.47,0
"1269",894,"propia","ampliado",31385.29,2682.29,1238.35,0
"1270",894,"propia","nuclear",35354.3,1216.33,638.75,0
"1271",894,"prestada","nuclear",70038.21,18394.18,2450.66,13536.95
"1272",894,"rentada","nuclear",65255.52,3491.43,2137.74,0
"1273",894,"rentada","nuclear",21057.12,3359.17,182.5,1504.11
"1274",1087,"litigio","unipersonal",25108.4,541.48,0,0
"1275",1087,"propia","ampliado",134715.73,12582.77,10239.38,0
"1276",1087,"litigio","nuclear",50677.61,8293.55,1433.91,5514.97
"1277",1087,"prestada","nuclear",20545.79,2287.24,2046.58,0
"1278",1087,"prestada","nuclear",21658.79,6846.64,5944.17,0
"1279",1199,"rentada","nuclear",13205.83,0,0,0
"1280",1199,"rentada","nuclear",30121.71,1403.35,801.71,0
"1281",1199,"prestada","nuclear",65578.22,1828.98,0,1113.03
"1282",1199,"rentada","nuclear",19943.08,2028.04,651.8,0
"1283",860,"propia","nuclear",16655.36,469.26,469.26,0
"1284",860,"propia","nuclear",26592.26,2869.85,2268.21,0
"1285",860,"propia","nuclear",13897.81,1791.87,1616.39,175.48
"1286",860,"propia","nuclear",41723.45,7239.75,1173.2,3208.75
"1287",927,"propia","nuclear",42465.46,3183.64,2085.65,165.45
"1288",927,"rentada","nuclear",9926.93,782.16,782.16,0
"1289",927,"rentada","nuclear",21107.25,2371.49,325.91,0
"1290",927,"propia","ampliado",49291.33,3038.34,2346.45,0
"1291",927,"propia","ampliado",12358.6,150.41,0,0
